coach_id,full_name,first_name,last_name,nickname,birthday,birthdate
8706,Charlie Russell,Charlie,Russell,NA,1883-12-05,05-12
9937,Bruce Ryan,Bruce,Ryan,NA,1921-07-07,07-07
6006,Kevin Ryan,Kevin,Ryan,Kandos,1934-08-26,26-08
10064,Sid Ryan,Sid,Ryan,NA,1922-03-05,05-03
2937,Warren Ryan,Warren,Ryan,NA,1941-10-27,27-10
810,Jason Ryles,Jason,Ryles,NA,1979-01-17,17-01
3210,Anthony Seibold,Anthony,Seibold,NA,1974-10-03,03-10
2839,Peter Sharp,Peter,Sharp,NA,1954-07-16,16-07
2835,Tim Sheens,Tim,Sheens,NA,1950-10-30,30-10
5199,Jamie Shepherd,Jamie,Shepherd,NA,1973-07-10,10-07
7452,Ken Shine,Ken,Shine,NA,1947-11-22,22-11
6177,Nat Silcock,Nat,Silcock,NA,1927-11-25,25-11
1144,Royce Simmons,Royce,Simmons,NA,1960-05-02,02-05
7536,Johnny Slade,Johnny,Slade,NA,NA,NA
11822,Ken Slattery,Ken,Slattery,NA,NA,NA
9703,Athol Smith,Athol,Smith,NA,1913-08-27,27-08
6012,Billy Smith,Billy,Smith,NA,1942-07-12,12-07
2831,Brian Smith,Brian,Smith,NA,1954-03-14,14-03
11818,Jeff Smith,Jeff,Smith,NA,NA,NA
5867,Len Smith,Len,Smith,NA,1917-03-25,25-03
9855,Neville Smith,Neville,Smith,NA,1915-12-13,13-12
7451,Len Stacker,Len,Stacker,NA,NA,NA
6008,Frank Stanton,Frank,Stanton,Biscuits,1940-02-07,07-02
5800,Ray Stehr,Ray,Stehr,NA,1913-01-24,24-01
7906,Mike Stephenson,Mike,Stephenson,NA,1947-01-27,27-01
1195,Rick Stone,Rick,Stone,NA,1967-02-14,14-02
211,Ricky Stuart,Ricky,Stuart,NA,1967-01-07,07-01
14244,Bill Sullivan,Bill,Sullivan,NA,1927-07-16,16-07
5931,Bob Sullivan,Bob,Sullivan,NA,NA,NA
9444,Jim Tait,Jim,Tait,NA,NA,NA
243,Jason Taylor,Jason,Taylor,NA,1971-02-02,02-02
1519,Alan Thompson,Alan,Thompson,NA,1953-10-10,10-10
6031,Allan Thomson,Allan,Thomson,NA,1943-02-18,18-02
6001,Ken Thornett,Ken,Thornett,The Mayor,1937-11-27,27-11
10867,Noel Thornton,Noel,Thornton,Sailor,1943-06-03,03-06
9640,Norm Tipping,Norm,Tipping,NA,1913-01-11,11-01
9030,Jack Toohey,Jack,Toohey,NA,1899-06-13,13-06
505,Geoff Toovey,Geoff,Toovey,NA,1969-06-17,17-06
9160,Arnold Traynor,Arnold,Traynor,NA,1896-06-14,14-06
10391,Leo Trevena,Leo,Trevena,Trapper,NA,NA
6032,Dennis Tutty,Dennis,Tutty,NA,1945-12-29,29-12
6097,David Waite,David,Waite,NA,1951-05-30,30-05
5977,Ian Walsh,Ian,Walsh,Abdul,1933-03-20,20-03
9835,Jack Walsh,Jack,Walsh,Duck,1917-08-24,24-08
226,Kevin Walters,Kevin,Walters,NA,1967-10-20,20-10
5816,Laurie Ward,Laurie,Ward,NA,1911-03-27,27-03
10819,Ross Warner,Ross,Warner,NA,1943-11-10,10-11
5382,Jack Watkins,Jack,Watkins,NA,1893-02-12,12-02
11940,Dave Watson,Dave,Watson,NA,1900-03-25,25-03
7503,Ron Watson,Ron,Watson,Bluey,1929-02-16,16-02
23457,Andrew Webster,Andrew,Webster,NA,1982-01-17,17-01
750,Brett White,Brett,White,NA,1982-04-08,08-04
9479,Alby Why,Alby,Why,NA,1899-08-02,02-08
5925,Ron Willey,Ron,Willey,NA,1929-11-20,20-11
5408,Bob Williams,Bob,Williams,NA,1886-12-22,22-12
5828,Percy Williams,Percy,Williams,NA,1910-03-10,10-03
5965,Billy Wilson,Billy,Wilson,NA,1927-05-31,31-05
21529,Kristian Woolf,Kristian,Woolf,NA,1975-07-06,06-07
9528,Tom Wright,Tom,Wright,NA,1900-12-07,07-12
1523,Craig Young,Craig,Young,NA,1956-06-25,25-06
809,Dean Young,Dean,Young,NA,1983-10-28,28-10
