player_id,full_name,first_name,last_name,nickname,birthday,birthdate,birthplace
1524,Steve Edge,Steve,Edge,Sledge,1951-10-02,02-10,"Kogarah, New South Wales, Australia"
1511,Rod Morris,Rod,Morris,NA,1950-06-12,12-06,"Ipswich, Queensland, Australia"
1525,Gary Hambly,Gary,Hambly,NA,1956-04-18,18-04,NA
1527,Robert Stone,Robert,Stone,NA,1956-02-27,27-02,NA
1534,Phil Sigsworth,Phil,Sigsworth,NA,1959-01-31,31-01,NA
1535,Terry Fahey,Terry,Fahey,Redfern Express,1954-01-20,20-01,"Wellington, New South Wales, Australia"
1528,Mitch Brennan,Mitch,Brennan,NA,1954-10-30,30-10,NA
1110,Eric Grothe,Eric,Grothe,Guru,1960-01-06,06-01,"Sydney, New South Wales, Australia"
97,Terry Lamb,Terry,Lamb,Baa Baa,1961-09-15,15-09,"Sydney, New South Wales, Australia"
1529,Ross Henrick,Ross,Henrick,The Angry Ant,1954-12-07,07-12,NA
1125,Peter Sterling,Peter,Sterling,NA,1960-06-16,16-06,"Toowoomba, Queensland, Australia"
1530,Chris Phelan,Chris,Phelan,NA,1955-12-12,12-12,NA
1536,Ray Price,Ray,Price,Mr Perpetual Motion,1953-03-04,04-03,"St Leonards, New South Wales, Australia"
1537,Les Boyd,Les,Boyd,Gum Leaves,1956-11-17,17-11,"Nyngan, New South Wales, Australia"
1531,Paul McCabe,Paul,McCabe,NA,1959-08-04,04-08,"Toowoomba, Queensland, Australia"
1250,Peter Tunks,Peter,Tunks,NA,1958-08-30,30-08,"Sydney, New South Wales, Australia"
1532,Paul Khan,Paul,Khan,NA,1953-05-23,23-05,NA
1538,Ron Hilditch,Ron,Hilditch,NA,1953-08-13,13-08,"Sydney, New South Wales, Australia"
880,Greg Conescu,Greg,Conescu,Turtle,1960-05-24,24-05,"Brisbane, Queensland, Australia"
1539,Barry Jensen,Barry,Jensen,Gunna,1956-04-24,24-04,"Balmain, New South Wales, Australia"
1540,Steve Bowden,Steve,Bowden,NA,1955-05-27,27-05,"Canterbury, New South Wales, Australia"
1533,Mark Murray,Mark,Murray,NA,1959-05-01,01-05,"Brisbane, Queensland, Australia"
1541,Garry Dowling,Garry,Dowling,Milky,1952-11-07,07-11,"Camden, New South Wales, Australia"
1512,Norm Carr,Norm,Carr,NA,1955-02-20,20-02,NA
1543,John Ribot,John,Ribot,Reebs,1955-03-03,03-03,"Brisbane, Queensland, Australia"
1547,Ziggy Niszczot,Ziggy,Niszczot,NA,1955-09-01,01-09,NA
1548,Steve Mortimer,Steve,Mortimer,NA,1956-07-15,15-07,"Wagga Wagga, New South Wales, Australia"
1059,Paul Vautin,Paul,Vautin,NA,1959-07-21,21-07,"Brisbane, Queensland, Australia"
1121,John Muggleton,John,Muggleton,NA,1960-01-16,16-01,"Sydney, New South Wales, Australia"
1544,Bruce Walker,Bruce,Walker,Goldie,1952-06-08,08-06,"Brisbane, Queensland, Australia"
1191,Tony Rampling,Tony,Rampling,NA,1961-10-25,25-10,NA
1545,John Dowling,John,Dowling,NA,1953-04-03,03-04,"Murwillumbah, New South Wales, Australia"
1549,Max Krilich,Max,Krilich,Thrower,1949-10-25,25-10,"Sydney, New South Wales, Australia"
1550,John Coveney,John,Coveney,NA,1958-10-06,06-10,NA
1546,Bob Kellaway,Bob,Kellaway,NA,1955-11-24,24-11,NA
1551,Royce Ayliffe,Royce,Ayliffe,NA,1956-11-01,01-11,NA
1137,Brad Izzard,Brad,Izzard,Whiz,1962-05-06,06-05,"Sydney, New South Wales, Australia"
968,Tony Melrose,Tony,Melrose,NA,1959-09-07,07-09,NA
1552,Graham Quinn,Graham,Quinn,NA,1953-12-13,13-12,NA
893,Gene Miles,Gene,Miles,NA,1959-07-21,21-07,"Townsville, Queensland, Australia"
1113,Brett Kenny,Brett,Kenny,Bert,1961-03-16,16-03,"Canterbury, New South Wales, Australia"
21369,Greg Holben,Greg,Holben,NA,1951-08-03,03-08,NA
4402,Phillip Duke,Phillip,Duke,Duke,1960-03-14,14-03,NA
1555,Paul Merlo,Paul,Merlo,NA,1955-04-08,08-04,NA
1556,Don McKinnon,Don,McKinnon,NA,1955-04-29,29-04,"Sydney, New South Wales, Australia"
1557,Steve Stacey,Steve,Stacey,NA,1958-01-29,29-01,NA
1157,Wally Fullerton-Smith,Wally,Fullerton-Smith,Gator,1960-07-09,09-07,"Roma, Queensland, Australia"
873,Wayne Pearce,Wayne,Pearce,NA,1960-03-29,29-03,"Balmain, New South Wales, Australia"
894,Bryan Niebling,Bryan,Niebling,Horse,1960-07-18,18-07,"Murgon, Queensland, Australia"
1558,Darryl Brohman,Darryl,Brohman,NA,1956-06-22,22-06,"Brisbane, Queensland, Australia"
1104,Geoff Bugden,Geoff,Bugden,NA,1960-09-06,06-09,NA
4306,Brad Tessmann,Brad,Tessmann,NA,1960-02-09,09-02,NA
1134,Geoff Gerard,Geoff,Gerard,NA,1955-07-10,10-07,"Sydney, New South Wales, Australia"
1560,Dave Brown,Dave,Brown,NA,1957-12-05,05-12,"Brisbane, Queensland, Australia"
1561,Steve Ella,Steve,Ella,The Zip Zip Man,1960-07-28,28-07,"Mount Pritchard, New South Wales, Australia"
1562,Ray Brown,Ray,Brown,Brownie,1957-04-12,12-04,"Griffith, New South Wales, Australia"
1563,Marty Gurr,Marty,Gurr,Hammer,1958-09-11,11-09,"Newcastle, New South Wales, Australia"
997,Neil Hunt,Neil,Hunt,NA,1960-11-21,21-11,NA
1565,Terry Butler,Terry,Butler,NA,1958-04-22,22-04,NA
938,Gavin Miller,Gavin,Miller,NA,1960-01-04,04-01,"Inverell, New South Wales, Australia"
1566,Paul Field,Paul,Field,NA,NA,NA,NA
1567,Lindsay Johnston,Lindsay,Johnston,NA,1964-03-06,06-03,"Gunnedah, New South Wales, Australia"
1564,Stan Jurd,Stan,Jurd,NA,1958-11-22,22-11,NA
1513,Bruce Astill,Bruce,Astill,NA,1955-06-13,13-06,NA
1568,Kevin Hastings,Kevin,Hastings,NA,1957-01-05,05-01,"Surry Hills, New South Wales, Australia"
438,Gavin Jones,Gavin,Jones,NA,1964-01-01,01-01,"Brisbane, Queensland, Australia"
864,Garry Jack,Garry,Jack,Jimmy,1961-03-14,14-03,"Wollongong, New South Wales, Australia"
1569,Ross Conlon,Ross,Conlon,NA,1959-03-29,29-03,NA
1041,Noel Cleal,Noel,Cleal,NA,1957-10-16,16-10,"Warialda, New South Wales, Australia"
875,Steve Roach,Steve,Roach,NA,1962-04-24,24-04,"Wollongong, New South Wales, Australia"
1570,Rex Wright,Rex,Wright,Stumbles,1959-11-24,24-11,NA
883,Greg Dowling,Greg,Dowling,Dish head,1959-01-15,15-01,"Cairns, Queensland, Australia"
1088,Brett French,Brett,French,Bert,1962-03-27,27-03,NA
963,Pat Jarvis,Pat,Jarvis,NA,1957-03-24,24-03,NA
1001,Bob Lindner,Bob,Lindner,Bustling,1962-11-10,10-11,"Brisbane, Queensland, Australia"
1571,Brian Hetherington,Brian,Hetherington,NA,1954-01-14,14-01,NA
1235,Andrew Farrar,Andrew,Farrar,NA,1962-05-17,17-05,NA
1144,Royce Simmons,Royce,Simmons,NA,1960-05-02,02-05,"Gooloongong, New South Wales, Australia"
969,Steve Morris,Steve,Morris,NA,1957-06-19,19-06,"Wollongong, New South Wales, Australia"
1142,Chris Mortimer,Chris,Mortimer,NA,1958-08-19,19-08,"Wagga Wagga, New South Wales, Australia"
1160,Brian Johnston,Brian,Johnston,NA,1958-11-13,13-11,"Duneedoo, New South Wales, Australia"
1129,Peter Wynn,Peter,Wynn,NA,1957-12-23,23-12,"Maitland, New South Wales, Australia"
1036,Chris Walsh,Chris,Walsh,NA,1962-06-05,05-06,NA
881,Tony Currie,Tony,Currie,NA,1962-12-25,25-12,NA
508,Michael Potter,Michael,Potter,NA,1963-09-24,24-09,"Parramatta, New South Wales, Australia"
1051,Michael O'Connor,Michael,O'Connor,Snoz,1960-11-30,30-11,"Nowra, New South Wales, Australia"
65,Dale Shearer,Dale,Shearer,Rowdy,1965-07-25,25-07,"Saint George, Queensland, Australia"
908,John Ferguson,John,Ferguson,NA,1954-07-15,15-07,"Sydney, New South Wales, Australia"
858,Ben Elias,Ben,Elias,NA,1963-11-15,15-11,"Tripoli, Lebanon"
1089,Ian French,Ian,French,NA,1960-12-28,28-12,NA
260,Des Hasler,Des,Hasler,Sorry,1961-02-16,16-02,"Gosford, New South Wales, Australia"
851,David Brooks,David,Brooks,NA,1962-05-24,24-05,"Walcha, New South Wales, Australia"
1573,Cavill Heugh,Cavill,Heugh,NA,1962-08-31,31-08,"Innisfail, Queensland, Australia"
1236,Steve Folkes,Steve,Folkes,NA,1959-01-31,31-01,"Sydney, New South Wales, Australia"
888,Peter Jackson,Peter,Jackson,NA,1964-04-16,16-04,"Brisbane, Queensland, Australia"
261,David Gillespie,David,Gillespie,Cement,1964-03-22,22-03,"Narromine, New South Wales, Australia"
901,Gary Belcher,Gary,Belcher,NA,1962-05-28,28-05,"Brisbane, Queensland, Australia"
1095,Les Kiss,Les,Kiss,NA,1964-12-09,09-12,"Bundaberg, Queensland, Australia"
404,Andrew Ettingshausen,Andrew,Ettingshausen,NA,1965-10-29,29-10,"Sutherland, New South Wales, Australia"
727,Mark McGaw,Mark,McGaw,Sparkles,1964-05-17,17-05,"Cronulla, New South Wales, Australia"
227,Allan Langer,Allan,Langer,Alfie,1966-07-30,30-07,"Ipswich, Queensland, Australia"
426,Trevor Gillmeister,Trevor,Gillmeister,The Axe,1964-03-13,13-03,"Brisbane, Queensland, Australia"
4,Martin Bella,Martin,Bella,Munster,1964-03-26,26-03,"Sarina, Queensland, Australia"
412,Les Davidson,Les,Davidson,NA,1963-04-03,03-04,"Dubbo, New South Wales, Australia"
1099,Gary Smith,Gary,Smith,NA,1963-03-03,03-03,"Nanango, Queensland, Australia"
434,David Boyle,David,Boyle,NA,1959-08-31,31-08,NA
549,Paul Langmack,Paul,Langmack,NA,1965-05-10,10-05,"Sydney, New South Wales, Australia"
259,Cliff Lyons,Cliff,Lyons,Napper,1961-10-19,19-10,"Narrandera, New South Wales, Australia"
1044,Phil Daley,Phil,Daley,Milton,1964-04-01,01-04,"Sydney, New South Wales, Australia"
930,Jonathan Docking,Jonathan,Docking,NA,1964-01-21,21-01,NA
1140,Alan McIndoe,Alan,McIndoe,NA,1964-05-14,14-05,NA
890,Joe Kilroy,Joe,Kilroy,Smokin Joe,1960-06-21,21-06,NA
879,Sam Backo,Sam,Backo,Slammin,1961-01-01,01-01,"Ingham, Queensland, Australia"
980,David Trewhella,David,Trewhella,NA,1962-06-09,09-06,"Maitland, New South Wales, Australia"
898,Scott Tronc,Scott,Tronc,NA,1965-05-15,15-05,NA
481,Paul Dunn,Paul,Dunn,NA,1963-08-07,07-08,"Molong, New South Wales, Australia"
1094,Steve Hanson,Steve,Hanson,NA,1961-08-07,07-08,"Bowral, New South Wales, Australia"
242,Greg Florimo,Greg,Florimo,NA,1967-05-17,17-05,"Sydney, New South Wales, Australia"
223,Michael Hancock,Michael,Hancock,NA,1969-10-21,21-10,"Stanthorpe, Queensland, Australia"
224,Chris Johns,Chris,Johns,NA,1964-03-14,14-03,"Brisbane, Queensland, Australia"
210,Laurie Daley,Laurie,Daley,NA,1969-10-20,20-10,"Junee, New South Wales, Australia"
199,Dan Stains,Dan,Stains,NA,1964-06-28,28-06,NA
229,Kerrod Walters,Kerrod,Walters,NA,1967-10-20,20-10,"Rockhampton, Queensland, Australia"
425,Mario Fenech,Mario,Fenech,NA,1961-11-11,11-11,"Valletta, South East Region, Malta"
469,John Cartwright,John,Cartwright,NA,1965-08-09,09-08,"Penrith, New South Wales, Australia"
435,Paul Sironen,Paul,Sironen,NA,1965-05-23,23-05,"North Sydney, New South Wales, Australia"
216,Bradley Clyde,Bradley,Clyde,NA,1970-01-27,27-01,"Culcairn, New South Wales, Australia"
228,Glenn Lazarus,Glenn,Lazarus,The Brick With Eyes,1965-12-11,11-12,"Queanbeyan, New South Wales, Australia"
346,Greg Alexander,Greg,Alexander,Brandy,1965-03-04,04-03,"Penrith, New South Wales, Australia"
906,Gary Coyne,Gary,Coyne,NA,1961-09-30,30-09,"Ipswich, Queensland, Australia"
1070,Michael Hagan,Michael,Hagan,NA,1964-08-12,12-08,NA
12815,Peter Kelly,Peter,Kelly,NA,1959-09-07,07-09,NA
867,Bruce McGuire,Bruce,McGuire,NA,1962-01-31,31-01,"Nowra, New South Wales, Australia"
519,Brad Mackay,Brad,Mackay,NA,1969-02-07,07-02,"Sydney, New South Wales, Australia"
702,Alan Wilson,Alan,Wilson,NA,1967-09-25,25-09,NA
517,Mark Geyer,Mark,Geyer,NA,1967-12-07,07-12,"Granville, New South Wales, Australia"
236,Terry Matterson,Terry,Matterson,NA,1967-03-04,04-03,"Sydney, New South Wales, Australia"
341,Phil Blake,Phil,Blake,NA,1963-11-24,24-11,NA
226,Kevin Walters,Kevin,Walters,NA,1967-10-20,20-10,"Rockhampton, Queensland, Australia"
556,Rod Wishart,Rod,Wishart,NA,1968-10-15,15-10,"Gerringong, New South Wales, Australia"
645,Ricky Walford,Ricky,Walford,NA,1963-12-08,08-12,NA
211,Ricky Stuart,Ricky,Stuart,NA,1967-01-07,07-01,"Queanbeyan, New South Wales, Australia"
81,Steve Walters,Steve,Walters,Boxhead,1965-08-28,28-08,"Ipswich, Queensland, Australia"
60,Ian Roberts,Ian,Roberts,NA,1965-07-31,31-07,"London, Greater London, England"
525,Mark Coyne,Mark,Coyne,NA,1967-08-16,16-08,NA
505,Geoff Toovey,Geoff,Toovey,NA,1969-06-17,17-06,"Belrose, New South Wales, Australia"
1183,Graham Lyons,Graham,Lyons,NA,1969-06-28,28-06,NA
230,Andrew Gee,Andrew,Gee,NA,1970-04-23,23-04,"Brisbane, Queensland, Australia"
470,Brad Fittler,Brad,Fittler,NA,1972-02-05,05-02,"Auburn, New South Wales, Australia"
222,Willie Carne,Willie,Carne,NA,1969-01-23,23-01,"Roma, Queensland, Australia"
394,Mark Sargent,Mark,Sargent,NA,1964-08-18,18-08,"Newcastle, New South Wales, Australia"
913,Steve Jackson,Steve,Jackson,NA,1965-10-22,22-10,NA
660,Paul Hauff,Paul,Hauff,NA,1970-05-09,09-05,"Cairns, Queensland, Australia"
967,Mike McLean,Mike,McLean,NA,1963-03-11,11-03,NA
247,Gary Larson,Gary,Larson,Sven,1967-01-02,02-01,"Gladstone, Queensland, Australia"
643,Steve Renouf,Steve,Renouf,Pearl,1970-06-08,08-06,"Murgon, Queensland, Australia"
235,Gavin Allen,Gavin,Allen,Jed,1965-03-30,30-03,"Cairns, Queensland, Australia"
184,Craig Salvatori,Craig,Salvatori,Salvo,1966-01-22,22-01,"Sydney, New South Wales, Australia"
248,David Fairleigh,David,Fairleigh,NA,1970-09-01,01-09,"Gosford, New South Wales, Australia"
174,Graham Mackay,Graham,Mackay,NA,1968-10-12,12-10,NA
558,Paul McGregor,Paul,McGregor,Mary,1967-12-31,31-12,"Dapto, New South Wales, Australia"
561,John Simon,John,Simon,NA,1972-05-29,29-05,"Port Kembla, New South Wales, Australia"
396,Paul Harragon,Paul,Harragon,NA,1968-10-12,12-10,"Kurri Kurri, New South Wales, Australia"
395,Robbie McCormack,Robbie,McCormack,NA,1964-10-14,14-10,NA
445,Adrian Brunker,Adrian,Brunker,NA,1970-09-23,23-09,NA
249,Billy Moore,Billy,Moore,NA,1971-05-07,07-05,"Texas, Queensland, Australia"
233,Darren Smith,Darren,Smith,NA,1968-12-08,08-12,NA
463,Steve Carter,Steve,Carter,NA,1970-07-22,22-07,NA
192,Tim Brasher,Tim,Brasher,NA,1971-03-16,16-03,"Sydney, New South Wales, Australia"
423,Mark Hohn,Mark,Hohn,NA,1967-01-29,29-01,"Darling Downs, Queensland, Australia"
221,Julian O'Neill,Julian,O'Neill,NA,1972-10-14,14-10,"Hornsby, New South Wales, Australia"
243,Jason Taylor,Jason,Taylor,NA,1971-02-02,02-02,NA
209,Jason Croker,Jason,Croker,NA,1973-03-10,10-03,"Crookwell, New South Wales, Australia"
90,Brett Dallas,Brett,Dallas,NA,1974-10-18,18-10,NA
257,Terry Hill,Terry,Hill,NA,1972-01-22,22-01,"Newtown, New South Wales, Australia"
532,Scott Gourley,Scott,Gourley,NA,1968-07-18,18-07,"Hornsby, New South Wales, Australia"
531,David Barnhill,David,Barnhill,NA,1969-06-08,08-06,NA
562,Darren Fritz,Darren,Fritz,NA,1969-03-13,13-03,NA
206,Brett Mullins,Brett,Mullins,NA,1972-01-21,21-01,"Sydney, New South Wales, Australia"
100,Dean Pay,Dean,Pay,NA,1969-06-03,03-06,"Dubbo, New South Wales, Australia"
207,Ken Nagas,Ken,Nagas,NA,1973-06-18,18-06,"Bundaberg, Queensland, Australia"
80,Adrian Vowles,Adrian,Vowles,NA,1971-05-30,30-05,"Cunnamulla, Queensland, Australia"
1273,Gorden Tallis,Gorden,Tallis,NA,1973-07-27,27-07,"Townsville, Queensland, Australia"
94,Jason Smith,Jason,Smith,NA,1972-03-14,14-03,"Brisbane, Queensland, Australia"
388,Robbie O'Davis,Robbie,O'Davis,NA,1972-09-03,03-09,"Kurrajong, New South Wales, Australia"
256,Danny Moore,Danny,Moore,NA,1971-11-02,02-11,NA
255,Craig Hancock,Craig,Hancock,NA,1969-06-10,10-06,NA
88,Matt Sing,Matt,Sing,NA,1975-03-13,13-03,"Winton, Queensland, Australia"
393,Matthew Johns,Matthew,Johns,NA,1971-07-27,27-07,"Kurri Kurri, New South Wales, Australia"
276,Andrew Johns,Andrew,Johns,Joey,1974-05-19,19-05,"Kurri Kurri, New South Wales, Australia"
179,Adrian Lam,Adrian,Lam,NA,1970-08-25,25-08,"Rabaul, East New Britain, Papua New Guinea"
546,Jim Serdaris,Jim,Serdaris,NA,1971-10-01,01-10,"Sydney, New South Wales, Australia"
534,Wayne Bartrim,Wayne,Bartrim,NA,1971-10-09,09-10,NA
262,Mark Carroll,Mark,Carroll,Spud,1967-02-26,26-02,"Greystanes, New South Wales, Australia"
250,Tony Hearn,Tony,Hearn,NA,1969-08-18,18-08,NA
263,Steve Menzies,Steve,Menzies,Beaver,1973-12-04,04-12,"Manly, New South Wales, Australia"
654,Terry Cook,Terry,Cook,NA,1965-10-29,29-10,NA
699,Ben Ikin,Ben,Ikin,NA,1977-02-21,21-02,NA
237,Matt Seers,Matt,Seers,NA,1974-06-28,28-06,"Chindera, New South Wales, Australia"
398,Adam Muir,Adam,Muir,NA,1971-12-07,07-12,"Newcastle, New South Wales, Australia"
422,Craig Teevan,Craig,Teevan,NA,1970-01-07,07-01,NA
258,John Hopoate,John,Hopoate,NA,1974-01-16,16-01,"Nuku'alofa, Tonga"
555,Brett Rodwell,Brett,Rodwell,NA,1970-05-23,23-05,NA
241,David Hall,David,Hall,NA,1968-09-23,23-09,NA
225,Wendell Sailor,Wendell,Sailor,NA,1974-07-16,16-07,"Sarina, Queensland, Australia"
215,David Furner,David,Furner,NA,1971-02-06,06-02,"Queanbeyan, New South Wales, Australia"
119,Brad Thorn,Brad,Thorn,NA,1975-02-03,03-02,"Mosgiel, Otago, New Zealand"
340,Alan Cann,Alan,Cann,NA,1971-05-12,12-05,NA
390,Jamie Ainscough,Jamie,Ainscough,NA,1972-07-20,20-07,"Sydney, New South Wales, Australia"
619,Craig Greenhill,Craig,Greenhill,NA,1972-02-14,14-02,NA
91,Jim Dymock,Jim,Dymock,NA,1972-04-04,04-04,NA
16,Owen Cunningham,Owen,Cunningham,NA,1967-01-23,23-01,NA
553,Neil Tierney,Neil,Tierney,NA,1968-10-22,22-10,NA
624,Jamie Goddard,Jamie,Goddard,NA,1972-07-18,18-07,"Mount Isa, Queensland, Australia"
283,Craig Smith,Craig,Smith,NA,1971-10-31,31-10,NA
265,Nik Kosef,Nik,Kosef,NA,1974-06-06,06-06,NA
671,Jeremy Schloss,Jeremy,Schloss,NA,1973-09-18,18-09,NA
1291,Stuart Kelly,Stuart,Kelly,NA,1976-02-04,04-02,"Taroom, Queensland, Australia"
540,Ken McGuinness,Ken,McGuinness,NA,1975-09-14,14-09,NA
687,Clinton O'Brien,Clinton,O'Brien,NA,1974-01-16,16-01,"Southport, Queensland, Australia"
806,Trent Barrett,Trent,Barrett,NA,1977-11-18,18-11,"Temora, New South Wales, Australia"
476,Michael Buettner,Michael,Buettner,NA,1973-10-30,30-10,"Fairfield, New South Wales, Australia"
111,Darren Lockyer,Darren,Lockyer,NA,1977-03-24,24-03,"Brisbane, Queensland, Australia"
189,Adam MacDougall,Adam,MacDougall,NA,1975-05-08,08-05,"Sydney, New South Wales, Australia"
516,Rodney Howe,Rodney,Howe,NA,1973-01-31,31-01,"Newcastle, New South Wales, Australia"
113,Shane Webcke,Shane,Webcke,NA,1974-09-28,28-09,"Toowoomba, Queensland, Australia"
641,Jason Hetherington,Jason,Hetherington,NA,1973-08-23,23-08,"Rockhampton, Queensland, Australia"
13437,Peter Ryan,Peter,Ryan,NA,1971-03-23,23-03,NA
164,Steve Price,Steve,Price,NA,1974-03-12,12-03,"Dalby, Queensland, Australia"
1316,Martin Lang,Martin,Lang,NA,1975-09-26,26-09,NA
118,Tonie Carroll,Tonie,Carroll,NA,1976-02-17,17-02,"Christchurch, Canterbury, New Zealand"
401,Tony Butterfield,Tony,Butterfield,NA,1966-02-04,04-02,NA
414,Robbie Kearns,Robbie,Kearns,NA,1971-12-12,12-12,"Sydney, New South Wales, Australia"
402,Robbie Ross,Robbie,Ross,NA,1975-01-24,24-01,"Griffith, New South Wales, Australia"
403,Mat Rogers,Mat,Rogers,NA,1976-02-01,01-02,"Caringbah, New South Wales, Australia"
1458,Darren Albert,Darren,Albert,NA,1976-02-28,28-02,"Auburn, New South Wales, Australia"
736,Matt Geyer,Matt,Geyer,NA,1975-09-05,05-09,"Blacktown, New South Wales, Australia"
294,Jason Stevens,Jason,Stevens,NA,1973-01-08,08-01,"Sydney, New South Wales, Australia"
329,Craig Gower,Craig,Gower,NA,1978-04-29,29-04,"Penrith, New South Wales, Australia"
1344,Bryan Fletcher,Bryan,Fletcher,NA,1974-04-12,12-04,"Sydney, New South Wales, Australia"
661,Chris McKenna,Chris,McKenna,NA,1974-10-29,29-10,"Brisbane, Queensland, Australia"
176,Luke Ricketson,Luke,Ricketson,NA,1973-02-05,05-02,"Forster, New South Wales, Australia"
460,Ryan Girdler,Ryan,Girdler,NA,1972-09-19,19-09,"Sydney, New South Wales, Australia"
528,Anthony Mundine,Anthony,Mundine,Choc,1975-05-21,21-05,"Newtown, New South Wales, Australia"
407,Paul Green,Paul,Green,NA,1972-09-12,12-09,NA
773,Michael Vella,Michael,Vella,NA,1978-02-19,19-02,"Sydney, New South Wales, Australia"
829,Ben Kennedy,Ben,Kennedy,NA,1974-03-14,14-03,"Casino, New South Wales, Australia"
287,David Peachey,David,Peachey,NA,1974-04-21,21-04,"Dubbo, New South Wales, Australia"
7,Paul Bowman,Paul,Bowman,NA,1976-01-24,24-01,"Newcastle, New South Wales, Australia"
557,Shaun Timmins,Shaun,Timmins,NA,1976-08-06,06-08,"Kiama, New South Wales, Australia"
293,Brett Kimmorley,Brett,Kimmorley,NA,1976-09-15,15-09,"Belmont, New South Wales, Australia"
740,Scott Hill,Scott,Hill,NA,1977-05-30,30-05,"Dubbo, New South Wales, Australia"
1259,Russell Bawden,Russell,Bawden,Rusty,1973-07-24,24-07,NA
272,Matthew Gidley,Matthew,Gidley,NA,1977-07-01,01-07,"Newcastle, New South Wales, Australia"
779,Mark Hughes,Mark,Hughes,NA,1976-12-15,15-12,"Kurri Kurri, New South Wales, Australia"
1423,Lote Tuqiri,Lote,Tuqiri,NA,1978-09-23,23-09,"Namatakula, Fiji"
1271,Michael De Vere,Michael,De Vere,NA,1976-12-11,11-12,"Campbelltown, New South Wales, Australia"
759,Daniel Wagon,Daniel,Wagon,NA,1976-04-30,30-04,"Brisbane, Queensland, Australia"
455,Kevin Campion,Kevin,Campion,NA,1971-09-18,18-09,"Sarina, Queensland, Australia"
331,Luke Priddis,Luke,Priddis,NA,1977-04-14,14-04,"Dubbo, New South Wales, Australia"
10,John Buttigieg,John,Buttigieg,NA,1977-01-09,09-01,NA
115,Petero Civoniceva,Petero,Civoniceva,NA,1976-04-21,21-04,"Suva, Central Division, Fiji"
767,Nathan Hindmarsh,Nathan,Hindmarsh,NA,1979-09-07,07-09,"Bowral, New South Wales, Australia"
1631,Brad Meyers,Brad,Meyers,NA,1980-01-05,05-01,"Brisbane, Queensland, Australia"
20,John Doyle,John,Doyle,NA,1977-07-31,31-07,NA
835,Chris Walker,Chris,Walker,NA,1980-02-27,27-02,"Brisbane, Queensland, Australia"
1632,Chris Beattie,Chris,Beattie,NA,1975-08-26,26-08,"Ipswich, Queensland, Australia"
131,Carl Webb,Carl,Webb,NA,1981-03-20,20-03,"Mount Isa, Queensland, Australia"
1328,Mark O'Meley,Mark,O'Meley,NA,1981-05-22,22-05,"West Wyalong, New South Wales, Australia"
1606,Dane Carlaw,Dane,Carlaw,NA,1980-02-21,21-02,"Brisbane, Queensland, Australia"
163,Nathan Fien,Nathan,Fien,NA,1979-08-01,01-08,"Mount Isa, Queensland, Australia"
458,Matt Adamson,Matt,Adamson,NA,1972-08-14,14-08,"Taree, New South Wales, Australia"
149,Andrew Ryan,Andrew,Ryan,NA,1978-12-02,02-12,"Dubbo, New South Wales, Australia"
